AGENCYNAME,city,STATE,opbudget2019,opbudget_2021_2022,source
bridgeton police department,bridgeton,MO,5700000,6153000,https://policescorecard.org/
bridgeview police department,bridgeview,IL,4e+06,"6,678,181",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
bridgeville police department,bridgeville,DE,7952762,,
brighton police department,brighton,AL,2e+05,,
brighton police department,brighton,MI,3811837,3076000,https://policescorecard.org/
brighton police department,brighton,TN,310000,,
brisbane police department,brisbane,CA,5017242,4773732,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
bristol bay borough police department,king salmon,AK,2700000,1241000,https://policescorecard.org/
bristol police department,bristol,CT,76025386,18878000,https://policescorecard.org/
bristol police department,bristol,VT,468769,,
broadview heights police department,broadview heights,OH,4100000,4883000,https://policescorecard.org/
broadview police department,broadview,IL,6661719,"9,732,571",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
brockton police department,brockton,MA,28646214,25086000,https://policescorecard.org/
brockway borough police department,brockway borough,PA,224810,211575,https://dced.pa.gov/local-government/municipal-statistics/
broken arrow police department,broken arrow,OK,20404800,25212000,https://policescorecard.org/
bronson police department,bronson,MI,510000,513930,https://micommunityfinancials.michigan.gov/#!/browse?filterType=CITY&lat=44.022893636582694&lng=-83.88786025699642&zoom=6.586616922592568&year=2021&showSidebar=yes
bronxville village police department,bronxville,NY,3145791,3745000,https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
brookings county sheriff's office,brookings,SD,3175810,2181000,https://policescorecard.org/
brooklawn borough police,gloucester,NJ,724000,,
brookline police department,brookline,MA,16936644,15881000,https://policescorecard.org/
brookline police department,brookline,NH,841841,,
brooklyn heights village police department,brooklyn heights,OH,2414999,,
brooklyn park police department,brooklyn park,MN,2e+07,25940000,https://policescorecard.org/
brooks county sheriff's department,quitman,GA,10800845,,
broomfield police department,broomfield,CO,29790081,30522000,https://policescorecard.org/
broward county sheriff's office,fort lauderdale,FL,962841240,588034000,https://policescorecard.org/
brown county sheriff's department,hiawatha,KS,4775295,,
brown county sheriff's office,green bay,WI,86296168,31606000,https://policescorecard.org/
brownsburg police department,brownsburg,IN,6255568,5620000,https://policescorecard.org/
brownstown township police department,brownstown twp,MI,5665812,5160000,https://micommunityfinancials.michigan.gov/#!/browse?filterType=CITY&lat=44.022893636582694&lng=-83.88786025699642&zoom=6.586616922592568&year=2021&showSidebar=yes
brownsville police department,brownsville,KY,120460,,
brownsville police department,brownsville,TX,35813008,35077000,https://policescorecard.org/
brunswick county sheriff's office,bolivia,NC,47042820,33848000,https://policescorecard.org/
brunswick police,brunswick,MD,1786931,2444000,https://policescorecard.org/
brush police department,brush,CO,1150000,,
bryan police department,bryan,TX,22632100,19249000,https://policescorecard.org/
bryant police department,bryant,AR,4879244,5478426,https://www.cityofbryant.com/grab/documents/document_center/finance_department/budgets/2021/COB_2021_budget.pdf
buchanan county sheriff's office,grundy,VA,3194581,,
buckeye lake police department,buckeye lake,OH,250000,,
buckeye police department,buckeye,AZ,20858393,19892000,https://policescorecard.org/
buckingham township police department,buckingham,PA,4340000,3641000,https://policescorecard.org/
buckland police department,shelburne falls,MA,212655,,
bucksport police department,bucksport,ME,522745,528000,https://policescorecard.org/
buena vista city sheriff's office,buena vista,VA,5750773,,
buena vista county sheriff's office,storm lake,IA,3869659,2505000,https://policescorecard.org/
buena vista police department,buena vista,GA,7247828,,
buffalo city police department,buffalo,NY,89099759,"88,425,549",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
buffalo county sheriff's office,gann valley,SD,89000,,
buffalo police department,buffalo,TX,7781031,322520,https://webgen1files1.revize.com/thecityofbuffalotx/Document%20center/Department/Finance/FY%202021_2022%20Adopted%20Budget.pdf
buffalo police department,buffalo,MO,421000,73100000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
bulloch county sheriff's department,statesboro,GA,56570813,5188015,https://georgiadata.org/
bullock county sheriff's office,union springs,AL,454000,,
buncombe county sheriff's office,asheville,NC,104349209,52575000,https://policescorecard.org/
bunker hill police department,bunker hill,IL,525000,"486,559",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
burbank police department,burbank,CA,61215850,58257556,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
burke county sheriff's office,bowbells,ND,669141,,
burleigh county sheriff's office,bismarck,ND,15119126,6388000,https://policescorecard.org/
burleson police department,burleson,TX,12089353,,
burlington police department,burlington,CO,809725,,
burlington police department,burlington,NC,17490045,19238000,https://policescorecard.org/
burlington police department,burlington,ND,6931349,203000,https://policescorecard.org/
burnet county sheriff's office,burnet,TX,11195603,5472000,https://policescorecard.org/
burnettown police department,bath,SC,4308128,,
burnsville police department,burnsville,WV,82000,,
burton police department,burton,MI,5826500,6000000,https://micommunityfinancials.michigan.gov/#!/browse?filterType=CITY&lat=44.022893636582694&lng=-83.88786025699642&zoom=6.586616922592568&year=2021&showSidebar=yes
butler city police department,butler,PA,2300000,2572000,https://policescorecard.org/
butler county sheriff's office,hamilton,OH,37292000,43018000,https://policescorecard.org/
butner public safety,butner,NC,3709158,4697690,https://www.butnernc.org/sites/default/files/fileattachments/finance/page/2329/final-budget-book-fy-21-22.pdf
butte county sheriff's department,oroville,CA,69941918,25592650,https://counties.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_1/Police+Protection/0/entity_name
buxton police department,buxton,ME,1169899,1176000,https://policescorecard.org/
byesville police department,byesville,OH,3187567,211000,https://policescorecard.org/
cabarrus county sheriff's office,concord,NC,31749305,20349000,https://policescorecard.org/
cache county sheriff's office,logan,UT,56260116,3485000,https://policescorecard.org/
caddo parish sheriff's office,shreveport,LA,65039815,38932000,https://policescorecard.org/
caddo valley police department,arkadelphia,AR,380000,1980274,https://arkadelphia.gov/wp-content/uploads/2021/02/2021-BUDGET-APPROVED.pdf
calais police department,calais,ME,5574800,,
calcasieu parish sheriff's office,lake charles,LA,97332233,39930000,https://policescorecard.org/
caldwell parish sheriff's office,columbia,LA,3927224,319000,https://policescorecard.org/
caledonia police department,caledonia,WI,4500000,,
calera police department,calera,OK,6622478,,
calhoun county sheriff's office,blountstown,FL,10595333,,
calhoun county sheriff's office,hardin,IL,430000,"480,177",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
calhoun falls police department,calhoun falls,SC,293000,,
calhoun police department,calhoun,TN,175865,,
calistoga police department,calistoga,CA,3092155,2983832,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
calvert county sheriff's office,prince frederick,MD,14738173,27980000,https://policescorecard.org/
calverton park police department,calverton park,MO,637000,,
camas county sheriff's office,fairfield,ID,2862966,301000,https://policescorecard.org/
camas police department,camas,WA,22038178,5708000,https://policescorecard.org/
cambridge police department,cambridge,MA,60233075,42897000,https://policescorecard.org/
cambridge police department,cambridge,MN,1942912,,
camden county police department,camden,NJ,72062895,,
camden county sheriff's office,camdenton,MO,8836090,9425000,https://policescorecard.org/
cameron county sheriff's office,olmito,TX,3.4e+07,16105000,https://policescorecard.org/
cameron police department,cameron,TX,7943853,996707,https://www.camerontexas.net/upload/page/0099/docs/112021%20Financial%20Report.pdf
camillus town and village police department,syracuse,NY,26463418,0,https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
campbell county sheriff's office,mound,SD,250901,,
campbell county sheriff's office,rustburg,VA,5659808,6448000,https://policescorecard.org/
campbell town police department,la crosse,WI,562480,,
canadian county sheriff's office,el reno,OK,5091694,9569000,https://policescorecard.org/
cannon beach police department,cannon beach,OR,1528019,"1,785,095",https://www.ci.cannon-beach.or.us/media/16976
canton borough police department,canton borough,PA,189003,164419,https://dced.pa.gov/local-government/municipal-statistics/
canton police department,canton,KS,81000,,
canton police department,canton,MA,4500000,5179000,https://policescorecard.org/
canton police department,canton,MO,330790,,
canton police department,canton,MS,294802,2407000,https://policescorecard.org/
canton police department,canton,NC,1630360,"1,654,394",https://www.cantonnc.com/wp-content/uploads/2022/12/Canton-Audit-Report-June-2022.pdf
canton police department,canton,OH,18212498,18672000,https://policescorecard.org/
cape carteret police department,cape carteret,NC,535167,733588,https://www.townofcapecarteret.org/media/1916
cape coral police department,cape coral,FL,55249170,43487000,https://policescorecard.org/
cape may city police,cape may,NJ,2119332,,
cape may county sheriff's office,cape may court house,NJ,2144195,,
cape vincent village police department,cape vincent,NY,62000,"43,460",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
carencro police department,carencro,LA,2e+06,3041658,https://carencro.org/wp-content/uploads/2022/01/Budget-2021_2022.pdf
caribou county sheriff's office,soda springs,ID,5239247,,
carlisle police department,carlisle,IN,2813061,,
carlisle police department,carlisle,IA,804218,,
carlsbad police department,carlsbad,CA,42017261,48141099,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
carmel police department,carmel,IN,23141150,22684000,https://policescorecard.org/
carmi police department,carmi,IL,825200,"1,287,405",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
carneys point police,carneys point,NJ,9557837,1999000,https://policescorecard.org/
carroll county sheriff's department,carrollton,GA,55544799,10635000,https://georgiadata.org/
