GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,AV0AA205,AV0AA205M
"G3900590","Ohio","39","390","Guernsey County","059","0590",38996,
"G3900610","Ohio","39","390","Hamilton County","061","0610",815790,
"G3900630","Ohio","39","390","Hancock County","063","0630",75765,
"G3900650","Ohio","39","390","Hardin County","065","0650",31393,
"G3900670","Ohio","39","390","Harrison County","067","0670",15132,
"G3900690","Ohio","39","390","Henry County","069","0690",27068,
"G3900710","Ohio","39","390","Highland County","071","0710",43080,
"G3900730","Ohio","39","390","Hocking County","073","0730",28306,
"G3900750","Ohio","39","390","Holmes County","075","0750",43954,
"G3900770","Ohio","39","390","Huron County","077","0770",58271,
"G3900790","Ohio","39","390","Jackson County","079","0790",32440,
"G3900810","Ohio","39","390","Jefferson County","081","0810",65943,
"G3900830","Ohio","39","390","Knox County","083","0830",61776,
"G3900850","Ohio","39","390","Lake County","085","0850",229755,
"G3900870","Ohio","39","390","Lawrence County","087","0870",59901,
"G3900890","Ohio","39","390","Licking County","089","0890",175409,
"G3900910","Ohio","39","390","Logan County","091","0910",45315,
"G3900930","Ohio","39","390","Lorain County","093","0930",309134,
"G3900950","Ohio","39","390","Lucas County","095","0950",430319,
"G3900970","Ohio","39","390","Madison County","097","0970",44248,
"G3900990","Ohio","39","390","Mahoning County","099","0990",228452,
"G3901010","Ohio","39","390","Marion County","101","1010",65179,
"G3901030","Ohio","39","390","Medina County","103","1030",179116,
"G3901050","Ohio","39","390","Meigs County","105","1050",22974,
"G3901070","Ohio","39","390","Mercer County","107","1070",41034,
"G3901090","Ohio","39","390","Miami County","109","1090",106074,
"G3901110","Ohio","39","390","Monroe County","111","1110",13827,
"G3901130","Ohio","39","390","Montgomery County","113","1130",531988,
"G3901150","Ohio","39","390","Morgan County","115","1150",14557,
"G3901170","Ohio","39","390","Morrow County","117","1170",35148,
"G3901190","Ohio","39","390","Muskingum County","119","1190",86033,
"G3901210","Ohio","39","390","Noble County","121","1210",14410,
"G3901230","Ohio","39","390","Ottawa County","123","1230",40557,
"G3901250","Ohio","39","390","Paulding County","125","1250",18742,
"G3901270","Ohio","39","390","Perry County","127","1270",36076,
"G3901290","Ohio","39","390","Pickaway County","129","1290",58112,
"G3901310","Ohio","39","390","Pike County","131","1310",27914,
"G3901330","Ohio","39","390","Portage County","133","1330",162476,
"G3901350","Ohio","39","390","Preble County","135","1350",40995,
"G3901370","Ohio","39","390","Putnam County","137","1370",33836,
"G3901390","Ohio","39","390","Richland County","139","1390",121043,
"G3901410","Ohio","39","390","Ross County","141","1410",76816,
"G3901430","Ohio","39","390","Sandusky County","143","1430",58801,
"G3901450","Ohio","39","390","Scioto County","145","1450",75441,
"G3901470","Ohio","39","390","Seneca County","147","1470",55251,
"G3901490","Ohio","39","390","Shelby County","149","1490",48610,
"G3901510","Ohio","39","390","Stark County","151","1510",371516,
"G3901530","Ohio","39","390","Summit County","153","1530",540810,
"G3901550","Ohio","39","390","Trumbull County","155","1550",199144,
"G3901570","Ohio","39","390","Tuscarawas County","157","1570",92165,
"G3901590","Ohio","39","390","Union County","159","1590",57871,
"G3901610","Ohio","39","390","Van Wert County","161","1610",28213,
"G3901630","Ohio","39","390","Vinton County","163","1630",13045,
"G3901650","Ohio","39","390","Warren County","165","1650",232540,
"G3901670","Ohio","39","390","Washington County","167","1670",60217,
"G3901690","Ohio","39","390","Wayne County","169","1690",116063,
"G3901710","Ohio","39","390","Williams County","171","1710",36760,
"G3901730","Ohio","39","390","Wood County","173","1730",130662,
"G3901750","Ohio","39","390","Wyandot County","175","1750",21907,
"G4000010","Oklahoma","40","400","Adair County","001","0010",22171,
"G4000030","Oklahoma","40","400","Alfalfa County","003","0030",5791,
"G4000050","Oklahoma","40","400","Atoka County","005","0050",13815,
"G4000070","Oklahoma","40","400","Beaver County","007","0070",5326,
"G4000090","Oklahoma","40","400","Beckham County","009","0090",21860,
"G4000110","Oklahoma","40","400","Blaine County","011","0110",9521,
"G4000130","Oklahoma","40","400","Bryan County","013","0130",47325,
"G4000150","Oklahoma","40","400","Caddo County","015","0150",29179,
"G4000170","Oklahoma","40","400","Canadian County","017","0170",144610,
"G4000190","Oklahoma","40","400","Carter County","019","0190",48380,
"G4000210","Oklahoma","40","400","Cherokee County","021","0210",48871,
"G4000230","Oklahoma","40","400","Choctaw County","023","0230",14727,
"G4000250","Oklahoma","40","400","Cimarron County","025","0250",2159,
"G4000270","Oklahoma","40","400","Cleveland County","027","0270",282189,
"G4000290","Oklahoma","40","400","Coal County","029","0290",5577,
"G4000310","Oklahoma","40","400","Comanche County","031","0310",121374,
"G4000330","Oklahoma","40","400","Cotton County","033","0330",5783,
"G4000350","Oklahoma","40","400","Craig County","035","0350",14274,
"G4000370","Oklahoma","40","400","Creek County","037","0370",71505,
"G4000390","Oklahoma","40","400","Custer County","039","0390",28929,
"G4000410","Oklahoma","40","400","Delaware County","041","0410",42741,
"G4000430","Oklahoma","40","400","Dewey County","043","0430",4885,
"G4000450","Oklahoma","40","400","Ellis County","045","0450",3936,
"G4000470","Oklahoma","40","400","Garfield County","047","0470",61555,
"G4000490","Oklahoma","40","400","Garvin County","049","0490",27789,
"G4000510","Oklahoma","40","400","Grady County","051","0510",55315,
"G4000530","Oklahoma","40","400","Grant County","053","0530",4369,
"G4000550","Oklahoma","40","400","Greer County","055","0550",5790,
"G4000570","Oklahoma","40","400","Harmon County","057","0570",2663,
"G4000590","Oklahoma","40","400","Harper County","059","0590",3730,
"G4000610","Oklahoma","40","400","Haskell County","061","0610",12688,
"G4000630","Oklahoma","40","400","Hughes County","063","0630",13265,
"G4000650","Oklahoma","40","400","Jackson County","065","0650",24808,
"G4000670","Oklahoma","40","400","Jefferson County","067","0670",6084,
"G4000690","Oklahoma","40","400","Johnston County","069","0690",11028,
"G4000710","Oklahoma","40","400","Kay County","071","0710",44074,
"G4000730","Oklahoma","40","400","Kingfisher County","073","0730",15811,
"G4000750","Oklahoma","40","400","Kiowa County","075","0750",8816,
"G4000770","Oklahoma","40","400","Latimer County","077","0770",10239,
"G4000790","Oklahoma","40","400","Le Flore County","079","0790",49999,
"G4000810","Oklahoma","40","400","Lincoln County","081","0810",34936,
"G4000830","Oklahoma","40","400","Logan County","083","0830",47401,
"G4000850","Oklahoma","40","400","Love County","085","0850",10128,
"G4000930","Oklahoma","40","400","Major County","093","0930",7654,
"G4000950","Oklahoma","40","400","Marshall County","095","0950",16688,
"G4000970","Oklahoma","40","400","Mayes County","097","0970",41098,
"G4000870","Oklahoma","40","400","McClain County","087","0870",39921,
"G4000890","Oklahoma","40","400","McCurtain County","089","0890",32913,
"G4000910","Oklahoma","40","400","McIntosh County","091","0910",19677,
"G4000990","Oklahoma","40","400","Murray County","099","0990",13972,
"G4001010","Oklahoma","40","400","Muskogee County","101","1010",68451,
"G4001030","Oklahoma","40","400","Noble County","103","1030",11263,
"G4001050","Oklahoma","40","400","Nowata County","105","1050",10243,
"G4001070","Oklahoma","40","400","Okfuskee County","107","1070",11987,
"G4001090","Oklahoma","40","400","Oklahoma County","109","1090",792668,
"G4001110","Oklahoma","40","400","Okmulgee County","111","1110",38553,
"G4001130","Oklahoma","40","400","Osage County","113","1130",47074,
"G4001150","Oklahoma","40","400","Ottawa County","115","1150",31283,
"G4001170","Oklahoma","40","400","Pawnee County","117","1170",16402,
"G4001190","Oklahoma","40","400","Payne County","119","1190",81912,
"G4001210","Oklahoma","40","400","Pittsburg County","121","1210",43955,
"G4001230","Oklahoma","40","400","Pontotoc County","123","1230",38385,
"G4001250","Oklahoma","40","400","Pottawatomie County","125","1250",72511,
"G4001270","Oklahoma","40","400","Pushmataha County","127","1270",11055,
"G4001290","Oklahoma","40","400","Roger Mills County","129","1290",3635,
"G4001310","Oklahoma","40","400","Rogers County","131","1310",92052,
"G4001330","Oklahoma","40","400","Seminole County","133","1330",24624,
"G4001350","Oklahoma","40","400","Sequoyah County","135","1350",41687,
"G4001370","Oklahoma","40","400","Stephens County","137","1370",43401,
"G4001390","Oklahoma","40","400","Texas County","139","1390",20633,
"G4001410","Oklahoma","40","400","Tillman County","141","1410",7347,
"G4001430","Oklahoma","40","400","Tulsa County","143","1430",650291,
"G4001450","Oklahoma","40","400","Wagoner County","145","1450",80264,
"G4001470","Oklahoma","40","400","Washington County","147","1470",51995,
"G4001490","Oklahoma","40","400","Washita County","149","1490",11066,
"G4001510","Oklahoma","40","400","Woods County","151","1510",8914,
"G4001530","Oklahoma","40","400","Woodward County","153","1530",20352,
"G4100010","Oregon","41","410","Baker County","001","0010",16090,
"G4100030","Oregon","41","410","Benton County","003","0030",92168,
"G4100050","Oregon","41","410","Clackamas County","005","0050",415084,
"G4100070","Oregon","41","410","Clatsop County","007","0070",39656,
"G4100090","Oregon","41","410","Columbia County","009","0090",52117,
"G4100110","Oregon","41","410","Coos County","011","0110",64175,
"G4100130","Oregon","41","410","Crook County","013","0130",23733,
"G4100150","Oregon","41","410","Curry County","015","0150",22889,
"G4100170","Oregon","41","410","Deschutes County","017","0170",191749,
"G4100190","Oregon","41","410","Douglas County","019","0190",110015,
"G4100210","Oregon","41","410","Gilliam County","021","0210",1896,
"G4100230","Oregon","41","410","Grant County","023","0230",7174,
"G4100250","Oregon","41","410","Harney County","025","0250",7310,
"G4100270","Oregon","41","410","Hood River County","027","0270",23270,
"G4100290","Oregon","41","410","Jackson County","029","0290",218781,
"G4100310","Oregon","41","410","Jefferson County","031","0310",24048,
"G4100330","Oregon","41","410","Josephine County","033","0330",87097,
"G4100350","Oregon","41","410","Klamath County","035","0350",67606,
"G4100370","Oregon","41","410","Lake County","037","0370",7896,
"G4100390","Oregon","41","410","Lane County","039","0390",377749,
"G4100410","Oregon","41","410","Lincoln County","041","0410",49336,
"G4100430","Oregon","41","410","Linn County","043","0430",127216,
"G4100450","Oregon","41","410","Malheur County","045","0450",30632,
"G4100470","Oregon","41","410","Marion County","047","0470",343742,
"G4100490","Oregon","41","410","Morrow County","049","0490",11425,
"G4100510","Oregon","41","410","Multnomah County","051","0510",809869,
"G4100530","Oregon","41","410","Polk County","053","0530",84730,
"G4100550","Oregon","41","410","Sherman County","055","0550",1686,122
"G4100570","Oregon","41","410","Tillamook County","057","0570",26782,
"G4100590","Oregon","41","410","Umatilla County","059","0590",77319,
"G4100610","Oregon","41","410","Union County","061","0610",26502,
"G4100630","Oregon","41","410","Wallowa County","063","0630",7065,
"G4100650","Oregon","41","410","Wasco County","065","0650",26274,
"G4100670","Oregon","41","410","Washington County","067","0670",595761,
"G4100690","Oregon","41","410","Wheeler County","069","0690",1417,122
"G4100710","Oregon","41","410","Yamhill County","071","0710",106087,
"G4200010","Pennsylvania","42","420","Adams County","001","0010",102627,
"G4200030","Pennsylvania","42","420","Allegheny County","003","0030",1218380,
"G4200050","Pennsylvania","42","420","Armstrong County","005","0050",65356,
"G4200070","Pennsylvania","42","420","Beaver County","007","0070",164781,
"G4200090","Pennsylvania","42","420","Bedford County","009","0090",48154,
"G4200110","Pennsylvania","42","420","Berks County","011","0110",419062,
"G4200130","Pennsylvania","42","420","Blair County","013","0130",122495,3
"G4200150","Pennsylvania","42","420","Bradford County","015","0150",60721,
