assistance_transaction_unique_key,assistance_award_unique_key,award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,total_obligated_amount,total_outlayed_amount_for_overall_award,indirect_cost_federal_share_amount,non_federal_funding_amount,total_non_federal_funding_amount,face_value_of_loan,original_loan_subsidy_cost,total_face_value_of_loan,total_loan_subsidy_cost,generated_pragmatic_obligations,disaster_emergency_fund_codes_for_overall_award,outlayed_amount_from_COVID-19_supplementals_for_overall_award,obligated_amount_from_COVID-19_supplementals_for_overall_award,outlayed_amount_from_IIJA_supplemental_for_overall_award,obligated_amount_from_IIJA_supplemental_for_overall_award,action_date,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,treasury_accounts_funding_this_award,federal_accounts_funding_this_award,object_classes_funding_this_award,program_activities_funding_this_award,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_parent_name_raw,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,prime_award_transaction_recipient_county_fips_code,recipient_county_name,prime_award_transaction_recipient_state_fips_code,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,prime_award_transaction_recipient_cd_original,prime_award_transaction_recipient_cd_current,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_scope,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,prime_award_transaction_place_of_performance_county_fips_code,primary_place_of_performance_county_name,prime_award_transaction_place_of_performance_state_fips_code,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,prime_award_transaction_place_of_performance_cd_original,prime_award_transaction_place_of_performance_cd_current,primary_place_of_performance_foreign_location,cfda_number,cfda_title,funding_opportunity_number,funding_opportunity_goals_text,assistance_type_code,assistance_type_description,transaction_description,prime_award_base_transaction_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount,usaspending_permalink,initial_report_date,last_modified_date
1550_2012WHAX0066_FY2012-2012WHAX0066-00-NON_16.736_00,ASST_NON_2012WHAX0066_1550,2012WHAX0066,00,FY2012-2012WHAX0066-00-NON,SAI NOT AVAILABLE,300000.00,300000.00,,,0.00,0.00,0.00,0.00,0.00,0.00,300000.00,,,,,,2012-09-17,2012,2012-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,RBLJAUTVM995,946340650,CITIZENS AGAINST PHYSICAL AND SEXUAL ABUSE INC,"CITIZENS AGAINST PHYSICAL AND SEXUAL ABUSE, I",,,,,USA,UNITED STATES,308 WEST 1000 NORTH,,45860,LOGAN,49005,CACHE,49,UT,UTAH,84321,2216,UT-01,UT-01,,,,SINGLE ZIP CODE,USA,UNITED STATES,4945860,LOGAN,49005,CACHE,49,UTAH,843212216,UT-01,UT-01,,16.736,"TRANSITIONAL HOUSING ASSISTANCE FOR VICTIMS OF DOMESTIC VIOLENCE, DATING VIOLENCE, STALKING, OR SEXUAL ASSAULT",,,04,,"TRANSITIONAL HOUSING FOR VICTIMS OF SEXUAL ASSAULT, DOMESTIC VIOLENCE, DATING VIOLENCE, OR STALKING IN NORTHERN UTAH.","TRANSITIONAL HOUSING FOR VICTIMS OF SEXUAL ASSAULT, DOMESTIC VIOLENCE, DATING VIOLENCE, OR STALKING IN NORTHERN UTAH.",NON,,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THEN INSTITUTION OF HIGHER EDUCATION),,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012WHAX0066_1550/,2017-09-17,2012-12-04
1550_2010MCCXK061_FY2012-2010MCCXK061-01-NON_16.543_01,ASST_NON_2010MCCXK061_1550,2010MCCXK061,01,FY2012-2010MCCXK061-01-NON,SAI NOT AVAILABLE,200000.00,600000.00,,,0.00,0.00,0.00,0.00,0.00,0.00,200000.00,,,,,,2012-09-17,2012,2010-10-01,2013-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,F1EUGVJ8BGP6,608145199,LUTHERAN FAMILY SERVICES OF NEBRASKA INC,"LUTHERAN FAMILY SERVICES OF NEBRASKA, INC.",F1EUGVJ8BGP6,608145199,LUTHERAN FAMILY SERVICES OF NEBRASKA INC,"LUTHERAN FAMILY SERVICES OF NEBRASKA, INC.",USA,UNITED STATES,"124 S. 24TH STREET, STE. 230",,36540,OMAHA,31055,DOUGLAS,31,NE,NEBRASKA,68102,,NE-02,NE-02,,,,SINGLE ZIP CODE,USA,UNITED STATES,3136540,OMAHA,31055,DOUGLAS,31,NEBRASKA,68102,NE-02,NE-02,,16.543,MISSING CHILDREN'S ASSISTANCE,,,05,,RSAFE 10-14 PROJECT,RSAFE 10-14 PROJECT,NON,,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THEN INSTITUTION OF HIGHER EDUCATION),,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2010MCCXK061_1550/,2017-09-17,2013-06-18
1550_2010JWFXK011_FY2012-2010JWFXK011-02-NON_16.523_02,ASST_NON_2010JWFXK011_1550,2010JWFXK011,02,FY2017-2010JWFXK011-03-NON-04,SAI NOT AVAILABLE,250000.00,996168.08,,,0.00,0.00,0.00,0.00,0.00,0.00,250000.00,,,,,,2012-09-17,2012,2010-10-01,2014-03-31,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,015-X-0404-000,015-0404,"41.0: Grants, subsidies, and contributions",0080: CHILDREN EXPOSED TO VIOLENCE,WTC6AP5NN757,101443042,THE HEALTH FEDERATION OF PHILADELPHIA,HEALTH FEDERATION OF PHILADELPHIA,WTC6AP5NN757,101443042,THE HEALTH FEDERATION OF PHILADELPHIA,"HEALTH FEDERATION OF PHILADELPHIA, THE",USA,UNITED STATES,1211 CHESTNUT ST.,SUITE 801,85216,WILLIAM PENN ANNEX,42101,PHILADELPHIA,42,PA,PENNSYLVANIA,19107,,PA-01,PA-02,,,,SINGLE ZIP CODE,USA,UNITED STATES,4285216,PHILADELPHIA,42101,PHILADELPHIA,42,PENNSYLVANIA,19107,PA-01,PA-02,,16.523,JUVENILE ACCOUNTABILITY BLOCK GRANTS,,,05,,ENHANCED HOME VISITATION PROGRAM,ENHANCED HOME VISITATION PROGRAM,NON,,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THEN INSTITUTION OF HIGHER EDUCATION),,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2010JWFXK011_1550/,2017-09-17,2012-12-04
1550_2008CWAXK012_FY2012-2008CWAXK012-01-NON_16.527_01,ASST_NON_2008CWAXK012_1550,2008CWAXK012,01,FY2012-2008CWAXK012-01-NON,SAI NOT AVAILABLE,226173.00,622157.00,,,0.00,0.00,0.00,0.00,0.00,0.00,226173.00,,,,,,2012-09-17,2012,2008-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,W2VMR6ZKNT21,074591652,THE COUNTY OF LAKE ILLINOIS,"LAKE COUNTY, ILLINOIS",W2VMR6ZKNT21,074591652,THE COUNTY OF LAKE ILLINOIS,"LAKE, COUNTY OF",USA,UNITED STATES,18 NORTH COUNTY STREET,,79293,WAUKEGAN,17097,LAKE,17,IL,ILLINOIS,60085,4340,IL-08,IL-10,,,,SINGLE ZIP CODE,USA,UNITED STATES,1779293,WAUKEGAN,17097,LAKE,17,ILLINOIS,600854340,IL-08,IL-10,,16.527,"SUPERVISED VISITATION, SAFE HAVENS FOR CHILDREN",,,05,,LAKE COUNTY FAMILY VISITATION AND EXCHANGE CENTER,LAKE COUNTY FAMILY VISITATION AND EXCHANGE CENTER,NON,,B,COUNTY GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2008CWAXK012_1550/,2017-09-17,2013-06-18
1550_2012WEAX0040_FY2012-2012WEAX0040-00-NON_16.590_00,ASST_NON_2012WEAX0040_1550,2012WEAX0040,00,FY2012-2012WEAX0040-00-NON,SAI NOT AVAILABLE,299969.00,299969.00,,,0.00,0.00,0.00,0.00,0.00,0.00,299969.00,,,,,,2012-09-17,2012,2012-10-01,2014-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,NJVTL8LV3J25,010054815,YORK COUNTY BOARD OF SUPERVISORS,YORK COUNTY BOARD OF SUPERVISORS AND COUNTY O,NJVTL8LV3J25,010054815,YORK COUNTY BOARD OF SUPERVISORS,"YORK, COUNTY OF",USA,UNITED STATES,224 BALLARD ST,,88240,YORKTOWN,51199,YORK,51,VA,VIRGINIA,23690,4046,VA-01,VA-01,,,,SINGLE ZIP CODE,USA,UNITED STATES,5188240,YORKTOWN,51199,YORK,51,VIRGINIA,236904046,VA-01,VA-01,,16.590,GRANTS TO ENCOURAGE ARREST POLICIES AND ENFORCEMENT OF PROTECTION ORDERS PROGRAM,,,04,,YORK COUNTY COORDINATED INITIATIVE TO ADDRESS VIOLENCE AGAINST WOMEN: PROJECT TO IMPROVE COMMUNITY COLLABORATION IN SEXUAL ASSAULT,YORK COUNTY COORDINATED INITIATIVE TO ADDRESS VIOLENCE AGAINST WOMEN: PROJECT TO IMPROVE COMMUNITY COLLABORATION IN SEXUAL ASSAULT,NON,,B,COUNTY GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012WEAX0040_1550/,2017-09-17,2012-12-04
1550_2012WEAX0019_FY2012-2012WEAX0019-00-NON_16.590_00,ASST_NON_2012WEAX0019_1550,2012WEAX0019,00,FY2012-2012WEAX0019-00-NON,SAI NOT AVAILABLE,900000.00,900000.00,,,0.00,0.00,0.00,0.00,0.00,0.00,900000.00,,,,,,2012-09-17,2012,2012-10-01,2014-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,CERTDD6LKE95,072514789,COUNTY OF RIVERSIDE,COUNTY OF RIVERSIDE SHERIFF''S DEPT.,CERTDD6LKE95,072514789,COUNTY OF RIVERSIDE,"RIVERSIDE, COUNTY OF",USA,UNITED STATES,4080 LEMON STREET,,62000,RIVERSIDE,06065,RIVERSIDE,06,CA,CALIFORNIA,92501,3600,CA-44,CA-39,,,,SINGLE ZIP CODE,USA,UNITED STATES,0662000,RIVERSIDE,06065,RIVERSIDE,06,CALIFORNIA,925013600,CA-44,CA-39,,16.590,GRANTS TO ENCOURAGE ARREST POLICIES AND ENFORCEMENT OF PROTECTION ORDERS PROGRAM,,,04,,RIVERSIDE COUNTY 2012 GRANTS TO ENCOURAGE ARREST POLICIES AND ENFORCEMENT OF PROTECTION ORDERS,RIVERSIDE COUNTY 2012 GRANTS TO ENCOURAGE ARREST POLICIES AND ENFORCEMENT OF PROTECTION ORDERS,NON,,B,COUNTY GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012WEAX0019_1550/,2017-09-17,2012-12-04
1550_2010MCCXK045_FY2012-2010MCCXK045-02-NON_16.543_02,ASST_NON_2010MCCXK045_1550,2010MCCXK045,02,FY2012-2010MCCXK045-02-NON,SAI NOT AVAILABLE,300000.00,1050000.00,,,0.00,0.00,0.00,0.00,0.00,0.00,300000.00,,,,,,2012-09-17,2012,2010-07-01,2013-12-31,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,NHX9N3JEAKM9,605432178,"NW3C, INC.",NW3C INC. NATIONAL WHITE COLLAR CRIME CENTER,NHX9N3JEAKM9,605432178,"NW3C, INC.","NW3C, INC.",USA,UNITED STATES,10900 NUCKOLS ROAD,SUITE 325,31200,GLEN ALLEN,51087,HENRICO,51,VA,VIRGINIA,23060,0000,VA-03,VA-01,,,,SINGLE ZIP CODE,USA,UNITED STATES,5131200,GLEN ALLEN,51087,HENRICO,51,VIRGINIA,230600000,VA-03,VA-01,,16.543,MISSING CHILDREN'S ASSISTANCE,,,05,,ICAC TASK FORCE NATIONAL TRAINING - NW3C SPECIALIZED INVESTIGATIVE TECHNIQUES TRAINING PROGRAM,ICAC TASK FORCE NATIONAL TRAINING - NW3C SPECIALIZED INVESTIGATIVE TECHNIQUES TRAINING PROGRAM,NON,,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THEN INSTITUTION OF HIGHER EDUCATION),,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2010MCCXK045_1550/,2017-09-17,2013-06-18
1550_2012CWAXK028_FY2012-2012CWAXK028-00-NON_16.527_00,ASST_NON_2012CWAXK028_1550,2012CWAXK028,00,FY2012-2012CWAXK028-00-NON,SAI NOT AVAILABLE,359721.00,359721.00,,,0.00,0.00,0.00,0.00,0.00,0.00,359721.00,,,,,,2012-09-17,2012,2012-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,KKWCCD7GQLV5,809387392,ALASKA DEPARTMENT OF PUBLIC SAFETY,"STATE OF ALASKA,COUNCIL ON DOMESTIC VIOLENCE",V51BY26T73M5,078198983,"ALASKA, STATE OF","ALASKA, STATE OF",USA,UNITED STATES,"450 WHITTIER STREET, ROOM 105",PO BOX 111200-1200,36400,JUNEAU,02110,JUNEAU,02,AK,ALASKA,99811,1200,AK-00,AK-00,,,,SINGLE ZIP CODE,USA,UNITED STATES,0236400,JUNEAU,02110,JUNEAU,02,ALASKA,998111200,AK-00,AK-00,,16.527,"SUPERVISED VISITATION, SAFE HAVENS FOR CHILDREN",,,05,,SUPERVISED VISITATION AND EXCHANGE SERVICES,SUPERVISED VISITATION AND EXCHANGE SERVICES,NON,,A,STATE GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012CWAXK028_1550/,2017-09-17,2012-12-04
1550_2012CWAXK005_FY2012-2012CWAXK005-00-NON_16.527_00,ASST_NON_2012CWAXK005_1550,2012CWAXK005,00,FY2012-2012CWAXK005-00-NON,SAI NOT AVAILABLE,400000.00,400000.00,,,0.00,0.00,0.00,0.00,0.00,0.00,400000.00,,,,,,2012-09-17,2012,2012-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,MAM8KFZZ4UL5,075002881,FAIRFIELD COUNTY,FAIRFIELD COUNTY BOARD OF COMMISSIONERS,MAM8KFZZ4UL5,075002881,FAIRFIELD COUNTY,FAIRFIELD COUNTY,USA,UNITED STATES,210 E. MAIN STREET,,41720,LANCASTER,39045,FAIRFIELD,39,OH,OHIO,43130,3879,OH-07,OH-12,,,,SINGLE ZIP CODE,USA,UNITED STATES,3941720,LANCASTER,39045,FAIRFIELD,39,OHIO,431303879,OH-07,OH-12,,16.527,"SUPERVISED VISITATION, SAFE HAVENS FOR CHILDREN",,,05,,THE FAIRFIELD COUNTY VISITATION CENTER,THE FAIRFIELD COUNTY VISITATION CENTER,NON,,B,COUNTY GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012CWAXK005_1550/,2017-09-17,2012-12-04
1550_2009WHAX0004_FY2012-2009WHAX0004-01-NON_16.736_01,ASST_NON_2009WHAX0004_1550,2009WHAX0004,01,FY2015-2009WHAX0004-01-NON-02,SAI NOT AVAILABLE,300000.00,550000.00,,,0.00,0.00,0.00,0.00,0.00,0.00,300000.00,,,,,,2012-09-17,2012,2009-09-01,2015-08-31,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,Z15BDMHVK9X1,929780690,MEI FONG AND ASSOCIATES,ASIAN WOMEN''S SHELTER,,,,,USA,UNITED STATES,"3543 18TH STREE, #19",,06042,BERNAL,06075,SAN FRANCISCO,06,CA,CALIFORNIA,94110,1600,CA-08,CA-11,,,,SINGLE ZIP CODE,USA,UNITED STATES,0606042,SAN FRANCISCO,06075,SAN FRANCISCO,06,CALIFORNIA,941101600,CA-08,CA-11,,16.736,"TRANSITIONAL HOUSING ASSISTANCE FOR VICTIMS OF DOMESTIC VIOLENCE, DATING VIOLENCE, STALKING, OR SEXUAL ASSAULT",,,04,,ASIAN WOMEN'S SHELTER'S TRANSITIONAL HOUSING ASSISTANCE PROJECT,ASIAN WOMEN'S SHELTER'S TRANSITIONAL HOUSING ASSISTANCE PROJECT,NON,,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THEN INSTITUTION OF HIGHER EDUCATION),,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2009WHAX0004_1550/,2017-09-17,2012-12-04
1550_2009CWAXK010_FY2012-2009CWAXK010-01-NON_16.527_01,ASST_NON_2009CWAXK010_1550,2009CWAXK010,01,FY2012-2009CWAXK010-01-NON,SAI NOT AVAILABLE,344537.00,693867.00,,,0.00,0.00,0.00,0.00,0.00,0.00,344537.00,,,,,,2012-09-17,2012,2009-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,LNTLWKTEZKT7,012954509,CITY OF EAST PRAIRIE,CITY OF EAST PRAIRIE,,,,,USA,UNITED STATES,219 NORTH WASHINGTON,,21052,EAST PRAIRIE,29133,MISSISSIPPI,29,MO,MISSOURI,63845,0219,MO-08,MO-08,,,,SINGLE ZIP CODE,USA,UNITED STATES,2921052,EAST PRAIRIE,29133,MISSISSIPPI,29,MISSOURI,638450219,MO-08,MO-08,,16.527,"SUPERVISED VISITATION, SAFE HAVENS FOR CHILDREN",,,05,,SAFE HAVENS SUPERVISED VISITATION AND SAFE EXCHANGE PROGRAM,SAFE HAVENS SUPERVISED VISITATION AND SAFE EXCHANGE PROGRAM,NON,,C,CITY OR TOWNSHIP GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2009CWAXK010_1550/,2017-09-17,2013-06-18
1550_2008WEAX0014_FY2012-2008WEAX0014-02-NON_16.590_02,ASST_NON_2008WEAX0014_1550,2008WEAX0014,02,FY2012-2008WEAX0014-02-NON,SAI NOT AVAILABLE,300000.00,1100000.00,,,0.00,0.00,0.00,0.00,0.00,0.00,300000.00,,,,,,2012-09-17,2012,2008-09-01,2014-08-31,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,DQHZEVAV95G5,070620232,HAYWOOD COUNTY,COUNTY OF HAYWOOD NORTH CAROLINA,DQHZEVAV95G5,070620232,HAYWOOD COUNTY,"HAYWOOD, COUNTY OF",USA,UNITED STATES,215 NORTH MAIN STREET,,71500,WAYNESVILLE,37087,HAYWOOD,37,NC,NORTH CAROLINA,28786,3869,NC-11,NC-11,,,,SINGLE ZIP CODE,USA,UNITED STATES,3771500,WAYNESVILLE,37087,HAYWOOD,37,NORTH CAROLINA,287863869,NC-11,NC-11,,16.590,GRANTS TO ENCOURAGE ARREST POLICIES AND ENFORCEMENT OF PROTECTION ORDERS PROGRAM,,,04,,CREATING A COORDINATED COMMUNITY RESPONSE THROUGH A SPECIALIZED DOMESTIC VIOLENCE VICTIMS' UNIT AND A THREE COUNTY COLLABORATIVE,CREATING A COORDINATED COMMUNITY RESPONSE THROUGH A SPECIALIZED DOMESTIC VIOLENCE VICTIMS' UNIT AND A THREE COUNTY COLLABORATIVE,NON,,B,COUNTY GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2008WEAX0014_1550/,2017-09-17,2013-06-18
1550_2011JWFXK162_FY2012-2011JWFXK162-01-NON_16.543_01,ASST_NON_2011JWFXK162_1550,2011JWFXK162,01,FY2014-2011JWFXK162-03-NON,SAI NOT AVAILABLE,1000000.00,2722260.00,,,0.00,0.00,0.00,0.00,0.00,0.00,1000000.00,,,,,,2012-09-17,2012,2011-10-01,2014-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,LZKCFAJXBAC8,071747802,CITY OF PORTLAND,CITY OF PORTLAND MAINE,LZKCFAJXBAC8,071747802,CITY OF PORTLAND,"PORTLAND, CITY OF",USA,UNITED STATES,389 CONGRESS STREET,ROOM 307,60545,PORTLAND,23005,CUMBERLAND,23,ME,MAINE,04101,3571,ME-01,ME-01,,,,SINGLE ZIP CODE,USA,UNITED STATES,2360545,PORTLAND,23005,CUMBERLAND,23,MAINE,041013571,ME-01,ME-01,,16.543,MISSING CHILDREN'S ASSISTANCE,,,05,,DEFENDING CHILDHOOD INITIATIVE,DEFENDING CHILDHOOD INITIATIVE,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2011JWFXK162_1550/,2017-09-17,2012-12-04
1550_2012JUFX0031_FY2012-2012JUFX0031-00-NON_16.726_00,ASST_NON_2012JUFX0031_1550,2012JUFX0031,00,FY2013-2012JUFX0031-04-NON,SAI NOT AVAILABLE,109910.00,200000.00,,,0.00,0.00,0.00,0.00,0.00,0.00,109910.00,,,,,,2012-09-17,2012,2012-10-01,2014-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,LJL1PNB9FJL5,048511794,CITY OF MASON CITY,CITY OF MASON CITY,LJL1PNB9FJL5,048511794,CITY OF MASON CITY,"MASON CITY, CITY OF",USA,UNITED STATES,308 S. PENNSYLVANIA AVE.,,50160,MASON CITY,19033,CERRO GORDO,19,IA,IOWA,50401,3224,IA-04,IA-02,,,,SINGLE ZIP CODE,USA,UNITED STATES,1950160,MASON CITY,19033,CERRO GORDO,19,IOWA,504013224,IA-04,IA-02,,16.726,JUVENILE MENTORING PROGRAM,,,04,,MENTORING COLLABORATIVE COORDINATOR FOR 5 COUNTY NORTH IOWA AREA,MENTORING COLLABORATIVE COORDINATOR FOR 5 COUNTY NORTH IOWA AREA,NON,,C,CITY OR TOWNSHIP GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012JUFX0031_1550/,2017-09-17,2012-12-04
1550_2009CWAXK011_FY2012-2009CWAXK011-01-NON_16.527_01,ASST_NON_2009CWAXK011_1550,2009CWAXK011,01,FY2012-2009CWAXK011-01-NON,SAI NOT AVAILABLE,350000.00,700000.00,,,0.00,0.00,0.00,0.00,0.00,0.00,350000.00,,,,,,2012-09-17,2012,2009-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,JWKJKYRPLLU6,076997790,COUNTY OF COLLIER,COUNTY OF COLLIER,JWKJKYRPLLU6,076997790,COUNTY OF COLLIER,COUNTY OF COLLIER,USA,UNITED STATES,3299 TAMIAMI TRAIL EAST STE 202,,47625,NAPLES,12021,COLLIER,12,FL,FLORIDA,34112,3969,FL-14,FL-90,,,,SINGLE ZIP CODE,USA,UNITED STATES,1247625,NAPLES,12021,COLLIER,12,FLORIDA,341123969,FL-14,FL-90,,16.527,"SUPERVISED VISITATION, SAFE HAVENS FOR CHILDREN",,,05,,COLLIER COUNTY SAFE HAVENS SUPERVISED VISITATION AND SAFE EXCHANGE PROGRAM,COLLIER COUNTY SAFE HAVENS SUPERVISED VISITATION AND SAFE EXCHANGE PROGRAM,NON,,B,COUNTY GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2009CWAXK011_1550/,2017-09-17,2012-12-04
1550_2010JWFXK016_FY2012-2010JWFXK016-02-NON_16.523_02,ASST_NON_2010JWFXK016_1550,2010JWFXK016,02,FY2013-2010JWFXK016-03-NON,SAI NOT AVAILABLE,250000.00,1000000.00,,,0.00,0.00,0.00,0.00,0.00,0.00,250000.00,,,,,,2012-09-17,2012,2010-10-01,2014-03-31,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,Y74YRY5M9G86,076733948,"ALIVIANE, INC.","ALIVIANE, INC.",Y74YRY5M9G86,076733948,"ALIVIANE, INC.","ALIVIANE, INC.",USA,UNITED STATES,"1111 BARRANCA, SUITE 800",,24000,EL PASO,48141,EL PASO,48,TX,TEXAS,79935,,TX-16,TX-16,,,,SINGLE ZIP CODE,USA,UNITED STATES,4824000,EL PASO,48141,EL PASO,48,TEXAS,79935,TX-16,TX-16,,16.523,JUVENILE ACCOUNTABILITY BLOCK GRANTS,,,05,,"ALIVIANE, INC. SAFE START PROGRAM","ALIVIANE, INC. SAFE START PROGRAM",NON,,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THEN INSTITUTION OF HIGHER EDUCATION),,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2010JWFXK016_1550/,2017-09-17,2012-12-04
1550_2010WEAX0002_FY2012-2010WEAX0002-01-NON_16.590_01,ASST_NON_2010WEAX0002_1550,2010WEAX0002,01,FY2017-2010WEAX0002-01-NON-02,SAI NOT AVAILABLE,633401.00,2335132.00,,,0.00,0.00,0.00,0.00,0.00,0.00,633401.00,,,,,,2012-09-17,2012,2010-03-01,2014-08-31,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,KKWCCD7GQLV5,809387392,ALASKA DEPARTMENT OF PUBLIC SAFETY,ALASKA DEPARTMENT OF PUBLIC SAFETY,V51BY26T73M5,078198983,"ALASKA, STATE OF","ALASKA, STATE OF",USA,UNITED STATES,PO BOX 111200-1200,"450 WHITTIER STREET, RM.  105",36400,JUNEAU,02110,JUNEAU,02,AK,ALASKA,99811,1200,AK-00,AK-00,,,,SINGLE ZIP CODE,USA,UNITED STATES,0236400,JUNEAU,02110,JUNEAU,02,ALASKA,998111200,AK-00,AK-00,,16.590,GRANTS TO ENCOURAGE ARREST POLICIES AND ENFORCEMENT OF PROTECTION ORDERS PROGRAM,,,04,,GTEA EARMARK,GTEA EARMARK,NON,,A,STATE GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2010WEAX0002_1550/,2017-09-17,2012-12-04
1550_2012JUFX0020_FY2012-2012JUFX0020-00-NON_16.726_00,ASST_NON_2012JUFX0020_1550,2012JUFX0020,00,FY2012-2012JUFX0020-00-NON,SAI NOT AVAILABLE,1538000.00,1538000.00,,,0.00,0.00,0.00,0.00,0.00,0.00,1538000.00,,,,,,2012-09-17,2012,2012-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,LUNENHWK7HE6,133883285,CAMPTI COMMUNITY DEVELOPMENT CENTER,CAMPTI COMMUNITY DEVELOPMENT CENTER,,,,,USA,UNITED STATES,194 EDENBORNE STREET - P. O. BOX 25,,12280,CAMPTI,22069,NATCHITOCHES,22,LA,LOUISIANA,71411,0255,LA-04,LA-04,,,,SINGLE ZIP CODE,USA,UNITED STATES,2212280,CAMPTI,22069,NATCHITOCHES,22,LOUISIANA,714110255,LA-04,LA-04,,16.726,JUVENILE MENTORING PROGRAM,,,04,,COMMUNITY OUTREACH MENTORING PROGRAM (COMP),COMMUNITY OUTREACH MENTORING PROGRAM (COMP),NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012JUFX0020_1550/,2017-09-17,2012-12-04
